Age,age group,Attrition,Business Travel,Department,Distance From Home,Education,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,attrition yes,Daily Rate,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
34,30 - 39,No,Non-Travel,Research & Development,3,Master,Life Sciences,1115,Male,Research Scientist,Married,No,Y,2,0,697,1,3,40,2,1,Very High,2979,22478,3,17,3,4,80,3,6,3,0,0,0,0
48,40 - 49,No,Non-Travel,Research & Development,1,Master,Medical,1116,Male,Manager,Single,No,Y,3,0,1262,1,1,35,4,4,Very High,16885,16154,2,22,4,3,80,0,27,2,5,4,2,1
45,40 - 49,No,Non-Travel,Sales,9,Master,Life Sciences,1117,Female,Sales Executive,Married,No,Y,2,0,1050,1,2,65,2,2,High,5593,17970,1,13,3,4,80,1,15,3,15,10,4,12
52,50 - 59,No,Travel_Rarely,Research & Development,7,Master,Life Sciences,1118,Male,Healthcare Representative,Single,No,Y,4,0,994,1,2,87,3,3,Medium,10445,15322,7,19,3,4,80,0,18,3,8,6,4,0
38,30 - 39,No,Travel_Rarely,Sales,10,Master,Marketing,1119,Male,Sales Executive,Divorced,Yes,Y,2,0,770,1,3,73,2,3,High,8740,5569,0,14,3,2,80,2,9,3,8,7,2,7
29,18-29,No,Travel_Rarely,Research & Development,28,Master,Life Sciences,1120,Female,Research Scientist,Divorced,No,Y,1,0,1107,1,3,93,3,1,Very High,2514,26968,4,22,4,1,80,1,11,3,7,5,1,7
28,18-29,No,Travel_Rarely,Research & Development,3,Bachelor,Medical,1121,Female,Manufacturing Director,Divorced,No,Y,3,0,950,1,4,93,3,3,Medium,7655,8039,0,17,3,2,80,3,10,2,9,7,1,7
46,40 - 49,No,Travel_Rarely,Sales,3,Below College,Marketing,1124,Male,Manager,Married,No,Y,3,0,406,1,1,52,3,4,High,17465,15596,3,12,3,4,80,1,23,3,12,9,4,9
38,30 - 39,No,Travel_Rarely,Sales,2,College,Marketing,1125,Male,Sales Executive,Single,No,Y,2,0,130,1,4,32,3,3,Medium,7351,20619,7,16,3,3,80,0,10,3,1,0,0,0
43,40 - 49,No,Travel_Frequently,Research & Development,27,Bachelor,Life Sciences,1126,Female,Manufacturing Director,Married,No,Y,1,0,1082,1,3,83,3,3,Low,10820,11535,8,11,3,3,80,1,18,3,8,7,0,1
39,30 - 39,Yes,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1127,Male,Healthcare Representative,Divorced,No,Y,4,1,203,1,1,84,3,4,Very High,12169,13547,7,11,3,4,80,3,21,3,18,7,11,5
40,40 - 49,No,Travel_Rarely,Research & Development,14,Bachelor,Medical,1128,Male,Research Director,Single,No,Y,2,0,1308,1,3,44,2,5,High,19626,17544,1,14,3,1,80,0,21,4,20,7,4,9
21,18-29,No,Travel_Rarely,Research & Development,1,Below College,Technical Degree,1131,Female,Research Scientist,Single,Yes,Y,6,0,984,1,4,70,2,1,Medium,2070,25326,1,11,3,3,80,0,2,4,2,2,2,2
39,30 - 39,No,Non-Travel,Research & Development,9,Bachelor,Life Sciences,1132,Male,Laboratory Technician,Single,No,Y,2,0,439,1,3,70,3,2,Medium,6782,8770,9,15,3,3,80,0,9,2,5,4,0,3
36,30 - 39,No,Non-Travel,Research & Development,18,Master,Life Sciences,1133,Male,Manufacturing Director,Single,No,Y,0,0,217,1,1,78,3,2,Very High,7779,23238,2,20,4,1,80,0,18,3,11,9,0,9
31,30 - 39,No,Travel_Frequently,Sales,20,Bachelor,Life Sciences,1135,Male,Sales Representative,Married,No,Y,4,0,793,1,3,67,4,1,Very High,2791,21981,0,12,3,1,80,1,3,3,2,2,2,2
28,18-29,No,Travel_Rarely,Research & Development,2,Below College,Life Sciences,1136,Male,Research Scientist,Married,No,Y,2,0,1451,1,1,67,2,1,Medium,3201,19911,0,17,3,1,80,0,6,1,5,3,0,4
35,30 - 39,No,Travel_Frequently,Sales,11,College,Marketing,1137,Male,Sales Executive,Divorced,No,Y,3,0,1182,1,4,54,3,2,Very High,4968,18500,1,11,3,4,80,1,5,3,5,2,0,2
49,40 - 49,No,Travel_Rarely,Sales,8,Master,Technical Degree,1138,Male,Sales Executive,Married,No,Y,3,0,174,1,4,56,2,4,Medium,13120,11879,6,17,3,2,80,1,22,3,9,8,2,3
34,30 - 39,No,Travel_Frequently,Research & Development,2,College,Life Sciences,1140,Male,Manufacturing Director,Single,No,Y,3,0,1003,1,4,95,3,2,High,4033,15834,2,11,3,4,80,0,5,2,3,2,0,2
29,18-29,No,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,1143,Female,Research Scientist,Divorced,No,Y,2,0,490,1,4,61,3,1,Medium,3291,17940,0,14,3,4,80,2,8,2,7,5,1,1
42,40 - 49,No,Travel_Rarely,Research & Development,29,Bachelor,Medical,1148,Male,Laboratory Technician,Single,No,Y,3,0,188,1,2,56,1,2,Very High,4272,9558,4,19,3,1,80,0,16,3,1,0,0,0
29,18-29,No,Travel_Rarely,Research & Development,8,Below College,Medical,1150,Male,Manufacturing Director,Married,Yes,Y,2,0,718,1,2,79,2,2,Very High,5056,17689,1,15,3,3,80,1,10,2,10,7,1,2
38,30 - 39,No,Travel_Rarely,Human Resources,1,Bachelor,Human Resources,1152,Male,Human Resources,Married,No,Y,2,0,433,1,3,37,4,1,High,2844,6004,1,13,3,4,80,1,7,4,7,6,5,0
28,18-29,No,Travel_Frequently,Research & Development,6,Bachelor,Life Sciences,1154,Male,Research Scientist,Divorced,Yes,Y,2,0,773,1,3,39,2,1,High,2703,22088,1,14,3,4,80,1,3,3,3,1,0,2
18,18-29,Yes,Non-Travel,Research & Development,8,Below College,Medical,1156,Male,Laboratory Technician,Single,No,Y,0,1,247,1,3,80,3,1,High,1904,13556,1,12,3,4,80,0,0,3,0,0,0,0
33,30 - 39,Yes,Travel_Rarely,Sales,9,Master,Marketing,1157,Female,Sales Executive,Single,Yes,Y,3,1,603,1,1,77,3,2,Low,8224,18385,0,17,3,1,80,0,6,3,5,2,0,3
41,40 - 49,No,Travel_Rarely,Research & Development,12,Master,Life Sciences,1158,Male,Laboratory Technician,Married,Yes,Y,4,0,167,1,2,46,3,1,Very High,4766,9051,3,11,3,1,80,1,6,3,1,0,0,0
31,30 - 39,Yes,Travel_Frequently,Research & Development,15,Bachelor,Medical,1160,Male,Laboratory Technician,Married,No,Y,5,1,874,1,3,72,3,1,High,2610,6233,1,12,3,3,80,1,2,2,2,2,2,2
37,30 - 39,No,Travel_Rarely,Research & Development,25,College,Medical,1161,Female,Healthcare Representative,Divorced,No,Y,2,0,367,1,3,52,2,2,Very High,5731,17171,7,13,3,3,80,2,9,3,6,2,1,3
27,18-29,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,1162,Male,Research Scientist,Married,No,Y,0,0,199,1,4,55,2,1,High,2539,7950,1,13,3,3,80,1,4,3,4,2,2,2
34,30 - 39,No,Travel_Rarely,Sales,9,Below College,Life Sciences,1163,Female,Sales Executive,Married,No,Y,3,0,1400,1,2,70,3,2,High,5714,5829,1,20,4,1,80,0,6,2,6,5,1,3
35,30 - 39,No,Travel_Rarely,Human Resources,8,Master,Technical Degree,1164,Male,Human Resources,Single,No,Y,2,0,528,1,3,100,3,1,High,4323,7108,1,17,3,2,80,0,6,1,5,4,1,4
29,18-29,Yes,Travel_Rarely,Sales,23,Below College,Life Sciences,1165,Female,Sales Executive,Married,No,Y,3,1,408,1,4,45,2,3,Low,7336,11162,1,13,3,1,80,1,11,1,11,8,3,10
40,40 - 49,No,Travel_Frequently,Research & Development,9,Master,Medical,1166,Female,Research Director,Single,No,Y,3,0,593,1,2,88,3,3,High,13499,13782,9,17,3,3,80,0,20,2,18,7,2,13
42,40 - 49,Yes,Travel_Frequently,Sales,12,Bachelor,Life Sciences,1167,Male,Sales Executive,Single,Yes,Y,2,1,481,1,3,44,3,4,Low,13758,2447,0,12,3,2,80,0,22,2,21,9,13,14
42,40 - 49,No,Travel_Rarely,Sales,4,Master,Marketing,1171,Male,Sales Executive,Single,No,Y,3,0,647,1,2,45,3,2,Low,5155,2253,7,13,3,4,80,0,9,4,6,4,1,5
35,30 - 39,No,Travel_Rarely,Research & Development,1,Master,Medical,1172,Male,Laboratory Technician,Married,No,Y,2,0,982,1,4,58,2,1,High,2258,16340,6,12,3,2,80,1,10,3,8,0,1,7
24,18-29,No,Travel_Rarely,Research & Development,24,Bachelor,Medical,1173,Male,Laboratory Technician,Single,No,Y,2,0,477,1,4,49,3,1,Medium,3597,6409,8,22,4,4,80,0,6,3,4,3,1,2
28,18-29,Yes,Travel_Rarely,Research & Development,12,Below College,Life Sciences,1175,Female,Laboratory Technician,Married,Yes,Y,4,1,1485,1,3,79,3,1,Very High,2515,22955,1,11,3,4,80,0,1,2,1,1,0,0
26,18-29,No,Travel_Rarely,Research & Development,3,Master,Medical,1177,Male,Laboratory Technician,Married,No,Y,2,0,1384,1,1,82,4,1,Very High,4420,13421,1,22,4,2,80,1,8,3,8,7,0,7
30,30 - 39,No,Travel_Rarely,Sales,10,Bachelor,Marketing,1179,Male,Sales Executive,Married,No,Y,3,0,852,1,3,72,2,2,High,6578,2706,1,18,3,1,80,1,10,3,10,3,1,4
40,40 - 49,No,Travel_Frequently,Research & Development,26,College,Medical,1180,Female,Research Scientist,Married,Yes,Y,3,0,902,1,3,92,2,2,Very High,4422,21203,3,13,3,4,80,1,16,1,1,1,0,0
35,30 - 39,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1182,Male,Manufacturing Director,Divorced,No,Y,2,0,819,1,3,44,2,3,Medium,10274,19588,2,18,3,2,80,1,15,4,7,7,6,4
34,30 - 39,No,Travel_Frequently,Research & Development,1,Bachelor,Medical,1184,Male,Healthcare Representative,Single,No,Y,3,0,669,1,4,97,2,2,Low,5343,25755,0,20,4,3,80,0,14,3,13,9,4,9
35,30 - 39,No,Travel_Frequently,Research & Development,4,Master,Other,1185,Male,Laboratory Technician,Married,No,Y,2,0,636,1,4,47,2,1,Very High,2376,26537,1,13,3,2,80,1,2,4,2,2,2,2
43,40 - 49,Yes,Travel_Rarely,Sales,9,Bachelor,Marketing,1188,Female,Sales Executive,Single,No,Y,2,1,1372,1,1,85,1,2,High,5346,9489,8,13,3,2,80,0,7,2,4,3,1,3
32,30 - 39,No,Non-Travel,Sales,2,Below College,Life Sciences,1190,Female,Sales Representative,Divorced,No,Y,3,0,862,1,3,76,3,1,Low,2827,14947,1,12,3,3,80,3,1,3,1,0,0,0
56,50 - 59,No,Travel_Rarely,Research & Development,4,Master,Technical Degree,1191,Female,Manager,Divorced,No,Y,2,0,718,1,4,92,3,5,Low,19943,18575,4,13,3,4,80,1,28,3,5,2,4,2
29,18-29,No,Travel_Rarely,Research & Development,6,Below College,Medical,1192,Female,Laboratory Technician,Married,No,Y,5,0,1401,1,2,54,3,1,Very High,3131,26342,1,13,3,1,80,1,10,3,10,8,0,8
19,18-29,No,Travel_Rarely,Research & Development,9,College,Life Sciences,1193,Male,Research Scientist,Single,No,Y,4,0,645,1,3,54,3,1,Low,2552,7172,1,25,4,3,80,0,1,3,1,1,0,0
45,40 - 49,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,1195,Female,Research Scientist,Married,Yes,Y,2,0,1457,1,1,83,3,1,High,4477,20100,4,19,3,3,80,1,7,2,3,2,0,2
37,30 - 39,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1196,Female,Manufacturing Director,Married,No,Y,2,0,977,1,4,56,2,2,Very High,6474,9961,1,13,3,2,80,1,14,2,14,8,3,11
20,18-29,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1198,Male,Laboratory Technician,Single,No,Y,2,0,805,1,1,87,2,1,High,3033,12828,1,12,3,1,80,0,2,2,2,2,1,2
44,40 - 49,Yes,Travel_Rarely,Research & Development,10,Master,Life Sciences,1200,Male,Research Scientist,Single,Yes,Y,4,1,1097,1,3,96,3,1,High,2936,10826,1,11,3,3,80,0,6,3,6,4,0,2
53,50 - 59,No,Travel_Rarely,Research & Development,7,College,Medical,1201,Female,Manager,Divorced,No,Y,6,0,1223,1,4,50,3,5,High,18606,18640,3,18,3,2,80,1,26,3,7,7,4,7
29,18-29,No,Travel_Rarely,Research & Development,15,Below College,Life Sciences,1202,Female,Research Scientist,Married,Yes,Y,2,0,942,1,2,69,1,1,Very High,2168,26933,0,18,3,1,80,1,6,2,5,4,1,3
22,18-29,Yes,Travel_Frequently,Research & Development,3,Master,Life Sciences,1203,Male,Research Scientist,Married,Yes,Y,5,1,1256,1,3,48,2,1,Very High,2853,4223,0,11,3,2,80,1,1,3,0,0,0,0
46,40 - 49,No,Travel_Rarely,Sales,2,Bachelor,Marketing,1204,Female,Manager,Married,No,Y,2,0,1402,1,3,69,3,4,Low,17048,24097,8,23,4,1,80,0,28,3,26,15,15,9
44,40 - 49,No,Non-Travel,Research & Development,17,Bachelor,Life Sciences,1206,Male,Research Scientist,Single,No,Y,3,0,111,1,4,74,1,1,High,2290,4279,2,13,3,4,80,0,6,3,0,0,0,0
33,30 - 39,No,Travel_Rarely,Human Resources,2,Bachelor,Human Resources,1207,Male,Human Resources,Married,No,Y,2,0,147,1,2,99,3,1,High,3600,8429,1,13,3,4,80,1,5,3,5,4,1,4
41,40 - 49,Yes,Non-Travel,Research & Development,5,College,Life Sciences,1210,Male,Research Scientist,Divorced,No,Y,2,1,906,1,1,95,2,1,Low,2107,20293,6,17,3,1,80,1,5,1,1,0,0,0
30,30 - 39,No,Travel_Rarely,Sales,29,Master,Life Sciences,1211,Male,Sales Executive,Divorced,No,Y,3,0,1329,1,3,61,3,2,Low,4115,13192,8,19,3,3,80,3,8,3,4,3,0,3
40,40 - 49,No,Travel_Frequently,Sales,2,Master,Medical,1212,Male,Sales Executive,Married,No,Y,2,0,1184,1,2,62,3,2,Medium,4327,25440,5,12,3,4,80,3,5,3,0,0,0,0
50,50 - 59,No,Travel_Frequently,Research & Development,2,Bachelor,Medical,1215,Female,Manager,Married,No,Y,3,0,1421,1,4,30,3,4,Low,17856,9490,2,22,4,3,80,1,32,3,2,2,2,2
28,18-29,No,Travel_Rarely,Research & Development,19,Master,Medical,1216,Male,Laboratory Technician,Married,No,Y,2,0,1179,1,4,78,2,1,Low,3196,12449,1,12,3,3,80,3,6,3,6,5,3,3
46,40 - 49,No,Travel_Rarely,Research & Development,15,College,Life Sciences,1217,Male,Research Director,Married,No,Y,2,0,1450,1,4,52,3,5,Medium,19081,10849,5,11,3,1,80,1,25,3,4,2,0,3
35,30 - 39,No,Travel_Rarely,Sales,17,Master,Life Sciences,1218,Male,Sales Executive,Married,Yes,Y,2,0,1361,1,3,94,3,2,Low,8966,21026,3,15,3,4,80,3,15,3,7,7,1,7
24,18-29,Yes,Travel_Rarely,Research & Development,17,College,Life Sciences,1219,Female,Laboratory Technician,Married,No,Y,3,1,984,1,4,97,3,1,Medium,2210,3372,1,13,3,1,80,1,1,1,1,0,0,0
33,30 - 39,No,Travel_Frequently,Sales,25,Bachelor,Medical,1220,Female,Sales Executive,Married,No,Y,3,0,1146,1,2,82,3,2,High,4539,4905,1,12,3,1,80,1,10,2,10,7,0,1
36,30 - 39,No,Travel_Rarely,Research & Development,6,Master,Life Sciences,1221,Male,Laboratory Technician,Divorced,No,Y,4,0,917,1,3,60,1,1,High,2741,6865,1,14,3,3,80,1,7,3,7,7,1,7
30,30 - 39,No,Travel_Rarely,Research & Development,7,Master,Life Sciences,1224,Male,Laboratory Technician,Divorced,No,Y,4,0,853,1,3,49,3,2,High,3491,11309,1,13,3,1,80,3,10,2,10,7,8,9
44,40 - 49,No,Travel_Rarely,Research & Development,29,Master,Other,1225,Male,Research Scientist,Single,No,Y,3,0,200,1,4,32,3,2,Very High,4541,7744,1,25,4,2,80,0,20,3,20,11,13,17
20,18-29,No,Travel_Rarely,Sales,21,Bachelor,Marketing,1226,Male,Sales Representative,Single,No,Y,2,0,654,1,3,43,4,1,Very High,2678,5050,1,17,3,4,80,0,2,3,2,1,2,2
46,40 - 49,No,Travel_Rarely,Research & Development,2,Master,Technical Degree,1228,Male,Manufacturing Director,Divorced,No,Y,3,0,150,1,4,60,3,2,Very High,7379,17433,2,11,3,3,80,1,12,2,6,3,1,4
42,40 - 49,No,Non-Travel,Human Resources,2,Doctor,Medical,1231,Male,Human Resources,Married,No,Y,3,0,179,1,4,79,4,2,Low,6272,12858,7,16,3,1,80,1,10,4,4,3,0,3
60,60+,No,Travel_Rarely,Sales,7,Master,Marketing,1233,Male,Sales Executive,Divorced,Yes,Y,3,0,696,1,2,52,4,2,Very High,5220,10893,0,18,3,2,80,1,12,3,11,7,1,9
32,30 - 39,No,Travel_Frequently,Research & Development,13,Bachelor,Other,1234,Female,Laboratory Technician,Married,No,Y,2,0,116,1,3,77,2,1,Medium,2743,7331,1,20,4,3,80,1,2,3,2,2,2,2
32,30 - 39,No,Travel_Frequently,Research & Development,2,College,Life Sciences,1235,Female,Research Scientist,Single,Yes,Y,2,0,1316,1,4,38,3,2,High,4998,2338,4,14,3,4,80,0,10,3,8,7,0,7
36,30 - 39,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,1237,Female,Manufacturing Director,Divorced,Yes,Y,2,0,363,1,3,77,1,3,Low,10252,4235,2,21,4,3,80,1,17,3,7,7,7,7
33,30 - 39,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,1238,Male,Research Scientist,Married,No,Y,5,0,117,1,1,60,3,1,Very High,2781,6311,0,13,3,2,80,1,15,3,14,10,4,10
40,40 - 49,No,Travel_Rarely,Sales,10,Bachelor,Technical Degree,1239,Female,Sales Executive,Divorced,No,Y,2,0,107,1,2,84,2,2,Medium,6852,11591,7,12,3,2,80,1,7,4,5,1,1,3
25,18-29,No,Travel_Rarely,Sales,10,Master,Life Sciences,1240,Male,Sales Executive,Single,No,Y,4,0,1356,1,3,57,3,2,Very High,4950,20623,0,14,3,2,80,0,5,3,4,3,1,1
30,30 - 39,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1241,Male,Research Scientist,Married,Yes,Y,2,0,1465,1,4,63,3,1,Medium,3579,9369,0,21,4,1,80,1,12,3,11,9,5,7
42,40 - 49,No,Travel_Frequently,Research & Development,26,Doctor,Medical,1242,Female,Research Director,Married,Yes,Y,6,0,458,1,1,60,3,3,Low,13191,23281,3,17,3,3,80,0,20,3,1,0,0,0
35,30 - 39,No,Non-Travel,Sales,8,College,Marketing,1243,Female,Sales Executive,Married,Yes,Y,6,0,1212,1,3,78,2,3,Very High,10377,13755,4,11,3,2,80,1,16,2,13,2,4,12
27,18-29,No,Travel_Rarely,Research & Development,14,Bachelor,Life Sciences,1244,Male,Research Scientist,Married,Yes,Y,3,0,1103,1,1,42,3,1,Low,2235,14377,1,14,3,4,80,2,9,2,9,7,6,8
54,50 - 59,No,Travel_Frequently,Research & Development,1,Master,Life Sciences,1245,Female,Manufacturing Director,Divorced,No,Y,2,0,966,1,4,53,3,3,High,10502,9659,7,17,3,1,80,1,33,1,5,4,1,4
44,40 - 49,No,Travel_Rarely,Research & Development,2,Below College,Life Sciences,1246,Female,Research Scientist,Married,No,Y,5,0,1117,1,1,72,4,1,Very High,2011,19982,1,13,3,4,80,1,10,3,10,5,7,7
19,18-29,Yes,Non-Travel,Research & Development,10,Bachelor,Medical,1248,Female,Research Scientist,Single,Yes,Y,2,1,504,1,1,96,2,1,Medium,1859,6148,1,25,4,2,80,0,1,4,1,1,0,0
29,18-29,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1249,Female,Research Scientist,Divorced,No,Y,5,0,1010,1,1,97,3,1,Very High,3760,5598,1,15,3,1,80,3,3,3,3,2,1,2
54,50 - 59,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1250,Male,Research Director,Married,No,Y,2,0,685,1,4,85,3,4,Very High,17779,23474,3,14,3,1,80,0,36,3,10,9,0,9
31,30 - 39,No,Travel_Rarely,Research & Development,11,College,Medical,1251,Male,Healthcare Representative,Married,Yes,Y,2,0,1332,1,3,80,3,2,Low,6833,17089,1,12,3,4,80,0,6,2,6,5,0,1
31,30 - 39,No,Travel_Rarely,Research & Development,24,Bachelor,Medical,1252,Female,Healthcare Representative,Single,No,Y,2,0,1062,1,3,96,2,2,Low,6812,17198,1,19,3,2,80,0,10,3,10,9,1,8
59,50 - 59,No,Travel_Rarely,Sales,3,Bachelor,Life Sciences,1254,Female,Sales Executive,Single,No,Y,2,0,326,1,3,48,2,2,Very High,5171,16490,5,17,3,4,80,0,13,3,6,1,0,5
43,40 - 49,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1255,Male,Research Director,Married,No,Y,2,0,920,1,3,96,1,5,Very High,19740,18625,3,14,3,2,80,1,25,3,8,7,0,7
49,40 - 49,No,Travel_Rarely,Research & Development,4,College,Medical,1256,Male,Manager,Married,No,Y,2,0,1098,1,1,85,2,5,High,18711,12124,2,13,3,3,80,1,23,4,1,0,0,0
36,30 - 39,No,Travel_Frequently,Research & Development,3,Bachelor,Technical Degree,1257,Male,Research Scientist,Married,No,Y,2,0,469,1,3,46,3,1,Medium,3692,9256,1,12,3,3,80,0,12,2,11,10,0,7
48,40 - 49,No,Travel_Rarely,Research & Development,2,College,Technical Degree,1258,Male,Laboratory Technician,Single,No,Y,4,0,969,1,4,76,4,1,Medium,2559,16620,5,11,3,3,80,0,7,2,1,0,0,0
27,18-29,No,Travel_Rarely,Research & Development,4,College,Life Sciences,1259,Male,Research Scientist,Divorced,No,Y,2,0,1167,1,1,76,3,1,High,2517,3208,1,11,3,2,80,3,5,3,5,3,0,3
29,18-29,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1260,Male,Healthcare Representative,Divorced,Yes,Y,2,0,1329,1,3,82,3,2,Very High,6623,4204,1,11,3,2,80,2,6,3,6,0,1,0
48,40 - 49,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1263,Male,Research Director,Single,No,Y,3,0,715,1,4,76,2,5,Very High,18265,8733,6,12,3,3,80,0,25,4,1,0,0,0
29,18-29,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1264,Female,Research Director,Divorced,No,Y,2,0,694,1,4,87,2,4,Very High,16124,3423,3,14,3,2,80,2,9,2,7,7,1,7
34,30 - 39,No,Travel_Rarely,Research & Development,20,Bachelor,Technical Degree,1265,Female,Research Scientist,Married,No,Y,5,0,1320,1,3,89,4,1,High,2585,21643,0,17,3,4,80,0,2,2,1,0,0,0
44,40 - 49,No,Travel_Rarely,Sales,5,Bachelor,Marketing,1267,Male,Manager,Married,No,Y,5,0,1099,1,2,88,3,5,Medium,18213,8751,7,11,3,3,80,1,26,3,22,9,3,10
33,30 - 39,No,Travel_Rarely,Sales,10,Doctor,Marketing,1268,Male,Sales Executive,Divorced,Yes,Y,3,0,536,1,4,82,4,3,High,8380,21708,0,14,3,4,80,2,10,3,9,8,0,8
19,18-29,No,Travel_Rarely,Research & Development,25,Bachelor,Life Sciences,1269,Female,Research Scientist,Single,Yes,Y,2,0,265,1,2,57,4,1,Very High,2994,21221,1,12,3,4,80,0,1,3,1,0,0,1
23,18-29,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1270,Male,Research Scientist,Married,No,Y,2,0,373,1,4,47,3,1,High,1223,16901,1,22,4,4,80,1,1,3,1,0,0,1
25,18-29,Yes,Travel_Frequently,Sales,24,Below College,Life Sciences,1273,Male,Sales Representative,Single,Yes,Y,4,1,599,1,3,73,1,1,Very High,1118,8040,1,14,3,4,80,0,1,3,1,0,1,0
26,18-29,No,Travel_Rarely,Research & Development,4,College,Life Sciences,1275,Male,Research Scientist,Single,Yes,Y,2,0,583,1,3,53,3,1,Very High,2875,9973,1,20,4,2,80,0,8,2,8,5,2,2
45,40 - 49,Yes,Travel_Rarely,Sales,2,Bachelor,Marketing,1277,Female,Manager,Single,Yes,Y,2,1,1449,1,1,94,1,5,Medium,18824,2493,2,16,3,1,80,0,26,3,24,10,1,11
55,50 - 59,No,Non-Travel,Research & Development,8,Below College,Medical,1278,Male,Healthcare Representative,Divorced,Yes,Y,3,0,177,1,4,37,2,4,Medium,13577,25592,1,15,3,4,80,1,34,3,33,9,15,0
21,18-29,Yes,Travel_Frequently,Research & Development,10,College,Life Sciences,1279,Female,Laboratory Technician,Single,No,Y,2,1,251,1,1,45,2,1,High,2625,25308,1,20,4,3,80,0,2,1,2,2,2,2
46,40 - 49,No,Travel_Rarely,Sales,4,College,Marketing,1280,Female,Manager,Married,No,Y,2,0,168,1,4,33,2,5,Medium,18789,9946,2,14,3,3,80,1,26,3,11,4,0,8
34,30 - 39,No,Travel_Rarely,Sales,2,Bachelor,Marketing,1281,Female,Sales Executive,Single,Yes,Y,3,0,131,1,3,86,3,2,Low,4538,6039,0,12,3,4,80,0,4,3,3,2,0,2
51,50 - 59,No,Travel_Frequently,Sales,9,Bachelor,Life Sciences,1282,Male,Manager,Divorced,Yes,Y,5,0,237,1,4,83,3,5,Medium,19847,19196,4,24,4,1,80,1,31,2,29,10,11,10
59,50 - 59,No,Travel_Rarely,Research & Development,18,Master,Medical,1283,Male,Manufacturing Director,Single,No,Y,6,0,1429,1,4,67,3,3,Very High,10512,20002,6,12,3,4,80,0,25,2,9,7,5,4
34,30 - 39,No,Travel_Frequently,Research & Development,19,Bachelor,Medical,1285,Female,Laboratory Technician,Divorced,No,Y,2,0,135,1,3,46,3,2,Medium,4444,22534,4,13,3,3,80,2,15,4,11,8,5,10
28,18-29,No,Travel_Frequently,Research & Development,1,Master,Medical,1286,Male,Laboratory Technician,Single,Yes,Y,2,0,791,1,4,44,3,1,High,2154,6842,0,11,3,3,80,0,5,2,4,2,0,2
44,40 - 49,No,Travel_Rarely,Research & Development,4,College,Life Sciences,1288,Male,Manager,Divorced,No,Y,4,0,1199,1,3,92,4,5,Low,19190,17477,1,14,3,4,80,2,26,2,25,9,14,13
34,30 - 39,No,Travel_Frequently,Human Resources,11,Bachelor,Life Sciences,1289,Male,Human Resources,Married,No,Y,5,0,648,1,3,56,2,2,Medium,4490,21833,4,11,3,4,80,2,14,4,10,9,1,8
35,30 - 39,No,Travel_Rarely,Research & Development,6,Below College,Life Sciences,1291,Male,Research Scientist,Married,Yes,Y,3,0,735,1,3,66,3,1,High,3506,6020,0,14,3,4,80,0,4,3,3,2,2,2
42,40 - 49,No,Travel_Rarely,Research & Development,7,Master,Medical,1292,Female,Research Scientist,Married,Yes,Y,2,0,603,1,2,78,4,2,Medium,2372,5628,6,16,3,4,80,0,18,3,1,0,0,0
43,40 - 49,No,Travel_Rarely,Sales,4,Master,Marketing,1293,Female,Sales Executive,Single,No,Y,3,0,531,1,4,56,2,3,Very High,10231,20364,3,14,3,4,80,0,23,4,21,7,15,17
36,30 - 39,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1294,Female,Manufacturing Director,Single,Yes,Y,2,0,429,1,3,53,3,2,Medium,5410,2323,9,11,3,4,80,0,18,3,16,14,5,12
44,40 - 49,Yes,Travel_Rarely,Research & Development,15,Bachelor,Medical,1295,Female,Healthcare Representative,Married,No,Y,2,1,621,1,1,73,3,3,Very High,7978,14075,1,11,3,4,80,1,10,3,10,7,0,5
28,18-29,No,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1296,Male,Laboratory Technician,Married,Yes,Y,2,0,193,1,4,52,2,1,Very High,3867,14222,1,12,3,2,80,1,2,3,2,2,2,2
